,ParticleId,Result:0,Result:1,Result:2
2,64,0.224979,0.504645,0.660868
12,154,0.680173,0.192461,0.51146
26,249,0.230928,0.58529,0.722195
96,586,0.141031,0.833417,0.571383
464,1051,0.759233,0.324071,0.283871
551,1099,0.0757353,0.505653,0.323724
607,1124,0.649823,0.771025,0.834725
651,1125,0.713658,0.705084,0.879933
688,1127,0.695268,0.731614,0.879991
729,1128,0.730854,0.926067,0.80724
761,1129,0.691713,0.820705,0.866097
800,1130,0.703373,0.869218,0.86318
840,1131,0.715347,0.891207,0.856604
887,1135,0.814144,0.952838,0.586916
934,1136,0.781432,0.495735,0.218835
996,1147,0.428885,0.808391,0.342536
1055,1168,0.206121,0.548742,0.616759
1240,1179,0.729413,0.626585,0.195202
1285,1184,0.748207,0.387793,0.240085
1344,1213,0.534683,0.632055,0.746982
1406,1230,0.263294,0.491571,0.0275254
1483,1238,0.655214,0.825044,0.840052
1590,1269,0.321023,0.493686,0.717434
1678,1296,0.806373,0.837104,0.941831
1807,1353,0.814389,0.232572,0.394538
1922,1403,0.202933,0.419608,0.078816
2027,1448,0.836133,0.313147,0.861858
2089,1497,0.0798832,0.884956,0.614458
2129,1498,0.25793,0.775644,0.0605138
2200,1506,0.443688,0.410195,0.742829
2245,1545,0.80977,0.287845,0.579877
2348,1554,0.662739,0.716238,0.183682
2474,1689,0.748894,0.254117,0.354559
2550,1737,0.549625,0.842924,0.894772
2658,1786,0.651251,0.387748,0.813348
2700,1788,0.293776,0.642389,0.111548
2799,1834,0.0341116,0.631983,0.66824
2845,1884,0.556359,0.896797,0.884778
2888,1885,0.729022,0.552637,0.86733
2927,1886,0.792558,0.318672,0.686877
2970,1919,0.516159,0.542475,0.0820005
3023,1933,0.199139,0.49599,0.0438252
3118,1936,0.772649,0.563994,0.894622
3172,1985,0.834717,0.290289,0.561287
3216,1986,0.749675,0.768771,0.906374
3260,1987,0.743683,0.712606,0.904464
3443,2158,0.546245,0.80894,0.264482
3997,2594,0.0684008,0.257539,0.118072
5262,3074,0.0169742,0.242018,0.256049
6792,3525,0.953155,0.425554,0.195892
6854,3526,0.318974,0.787785,0.74312
6895,3529,0.183067,0.359905,0.122464
6938,3530,0.267653,0.452099,0.0453571
6974,3531,0.20169,0.374011,0.101773
7020,3532,0.86562,0.629383,0.246299
7063,3535,0.648279,0.89621,0.691726
7106,3536,0.692756,0.91525,0.638431
7173,3570,0.760048,0.948436,0.659944
7211,3571,0.627338,0.804739,0.80328
7253,3574,0.656904,0.836597,0.605013
7290,3575,0.479868,0.352075,0.29437
7326,3576,0.245989,0.441711,0.539602
7375,3580,0.0936968,0.730228,0.441643
7432,3583,0.751583,0.42334,0.227505
7465,3584,0.200732,0.397022,0.111535
7500,3586,0.697002,0.921893,0.676088
7540,3587,0.829805,0.454839,0.240764
7574,3599,0.694782,0.840364,0.454267
7629,3614,0.44306,0.852852,0.233796
7671,3615,0.404249,0.812262,0.172299
7707,3616,0.649544,0.815951,0.82535
7764,3630,0.237179,0.438777,0.542544
7817,3631,0.106677,0.769036,0.338752
7867,3632,0.118754,0.440492,0.0865542
7905,3634,0.264398,0.486614,0.0881354
7945,3636,0.6721,0.429937,0.211408
7987,3648,0.349404,0.844566,0.0524362
8033,3661,0.364748,0.783983,0.173053
8169,3671,0.0741278,0.451453,0.250257
8222,3672,0.0584494,0.578736,0.468947
8265,3673,0.750225,0.279391,0.390194
8312,3674,0.12445,0.552568,0.103837
8391,3678,0.18121,0.41886,0.22243
8468,3681,0.0803234,0.738054,0.463752
8508,3682,0.107674,0.674184,0.342
8555,3683,0.0942685,0.815657,0.357666
8599,3687,0.69487,0.922214,0.655564
8635,3690,0.864093,0.913345,0.448182
8715,3724,0.817939,0.878451,0.522572
8755,3755,0.4278,0.791623,0.762949
8830,3762,0.475054,0.349137,0.262483
8887,3793,0.416965,0.93448,0.861942
8924,3803,0.651565,0.677835,0.841422
9003,3812,0.529964,0.790871,0.46782
9041,3849,0.922109,0.622016,0.222236
9086,3850,0.741079,0.94417,0.670399
9142,3860,0.814987,0.36541,0.267683
97,3897,0.771337,0.42023,0.93278
155,3898,0.847943,0.231761,0.488078
207,3900,0.883133,0.456843,0.245841
249,3937,0.668922,0.828911,0.403476
296,3945,0.327747,0.950179,0.78214
346,3948,0.80451,0.80281,0.340013
412,3993,0.665871,0.640334,0.932518
458,3995,0.381225,0.6102,0.785143
502,3996,0.744384,0.319493,0.286103
544,4033,0.715553,0.924757,0.607405
583,4041,0.439104,0.828518,0.394082
615,4043,0.357674,0.683637,0.597995
656,4044,0.755475,0.278086,0.412914
696,4081,0.81226,0.277001,0.474072
736,4091,0.6295,0.648035,0.821643
784,4138,0.118901,0.825804,0.708304
823,4140,0.814346,0.471957,0.224718
873,4141,0.739214,0.508995,0.21044
924,4144,0.469141,0.77435,0.524119
966,4193,0.79242,0.412882,0.23096
1057,4235,0.917606,0.449419,0.221909
1095,4238,0.921124,0.45182,0.25935
1176,4273,0.404619,0.412173,0.233874
1218,4284,0.858704,0.858504,0.392498
1255,4286,0.349975,0.804314,0.393217
1293,4287,0.273421,0.526634,0.12924
1330,4293,0.46657,0.789699,0.471696
1367,4336,0.646795,0.828084,0.826978
