,ParticleId,Result:0,Result:1,Result:2
0,64,0.752858,0.44351,0.207803
8,154,0.759038,0.742464,0.497651
12,249,0.866427,0.787377,0.0901406
27,586,0.628196,0.582943,0.714335
94,1036,0.0338451,0.739691,0.266078
134,1037,0.118636,0.936497,0.187952
165,1038,0.17474,0.939421,0.129733
226,1051,0.621528,0.312087,0.153499
264,1124,0.47008,0.100294,0.417121
337,1130,0.865302,0.67843,0.270781
389,1136,0.545626,0.924334,0.674517
432,1147,0.769008,0.500822,0.758452
498,1179,0.388668,0.840978,0.540236
544,1184,0.45672,0.866296,0.225465
596,1213,0.683223,0.470915,0.19254
687,1269,0.976061,0.452762,0.603255
749,1353,0.28924,0.254439,0.479844
780,1402,0.242202,0.446185,0.806358
880,1498,0.714834,0.377399,0.354303
975,1545,0.660065,0.792053,0.036284
1017,1553,0.153603,0.579267,0.745968
1064,1554,0.303105,0.818799,0.3401
1109,1689,0.917113,0.928319,0.500416
1235,1788,0.936892,0.37493,0.590796
1272,1885,0.320406,0.0925047,0.473514
1311,1919,0.511456,0.0854091,0.810621
1412,1985,0.432006,0.966589,0.409922
1445,1986,0.766662,0.655463,0.372895
1510,2158,0.234345,0.594408,0.350594
2168,3218,0.0892218,0.107713,0.883782
2381,3402,0.785771,0.318381,0.00397623
2683,3526,0.754601,0.786234,0.653033
2733,3529,0.377201,0.773058,0.393689
2777,3532,0.436758,0.921315,0.255373
2855,3571,0.432566,0.0588162,0.475563
2889,3574,0.295523,0.173799,0.862575
2944,3575,0.393712,0.70208,0.208865
3008,3583,0.747698,0.890136,0.735702
3048,3586,0.630532,0.618677,0.237551
3095,3587,0.17669,0.85414,0.463987
3134,3599,0.212523,0.425461,0.135618
3176,3614,0.179155,0.804195,0.332529
3219,3615,0.142038,0.195038,0.543316
3262,3630,0.966557,0.780108,0.50152
3302,3631,0.344451,0.314458,0.797865
3349,3634,0.949548,0.27941,0.124053
3400,3636,0.563461,0.331567,0.166877
3440,3648,0.841041,0.159797,0.752625
3486,3661,0.730017,0.16914,0.693409
3578,3678,0.818021,0.777317,0.732026
