,ParticleId,Result:0,Result:1,Result:2
3,64,0.394553,0.24875,0.204532
14,154,0.366204,0.478072,0.871458
27,249,0.480395,0.292047,0.164634
118,586,0.151631,0.773475,0.0816235
454,1051,0.542079,0.802827,0.249067
509,1099,0.0709707,0.79105,0.20043
567,1124,0.847494,0.789969,0.366127
615,1125,0.852096,0.830025,0.465407
659,1127,0.867612,0.820201,0.429104
704,1128,0.981294,0.337946,0.41946
743,1129,0.932878,0.706479,0.309173
788,1130,0.95708,0.561206,0.27564
827,1131,0.968858,0.474025,0.289163
867,1135,0.941933,0.438045,0.896397
904,1136,0.466248,0.739176,0.60592
966,1147,0.250772,0.586525,0.363839
1032,1168,0.623393,0.252769,0.214581
1119,1179,0.350769,0.781799,0.356322
1146,1184,0.438095,0.822819,0.349477
1215,1213,0.433681,0.451331,0.225922
1290,1230,0.0281535,0.742787,0.743492
1368,1238,0.909923,0.704902,0.295614
1446,1269,0.221388,0.368699,0.715766
1585,1353,0.554643,0.841067,0.252365
1671,1403,0.110442,0.911822,0.645721
1778,1448,0.736849,0.880617,0.653777
1849,1498,0.0424436,0.396582,0.511709
1929,1506,0.456003,0.231372,0.722587
1967,1545,0.548748,0.812553,0.343043
2063,1554,0.391895,0.717255,0.191277
2175,1689,0.231657,0.518159,0.72936
2234,1737,0.941436,0.59997,0.204503
2340,1786,0.282225,0.406691,0.29078
2392,1788,0.119077,0.741782,0.675008
2487,1884,0.959908,0.405879,0.243071
2527,1885,0.734597,0.837411,0.56331
2571,1886,0.563564,0.809417,0.38451
2625,1919,0.145802,0.431359,0.490904
2692,1933,0.0442399,0.851038,0.662578
2738,1936,0.820801,0.857058,0.589256
2801,1985,0.530699,0.793827,0.527089
2841,1986,0.942596,0.766537,0.385113
2879,1987,0.906198,0.823762,0.451102
3075,2158,0.322349,0.599747,0.223059
3549,2593,0.105517,0.317452,0.072105
4141,2880,0.215503,0.478941,0.00582426
6071,3506,0.030122,0.216483,0.26006
6130,3525,0.852673,0.887488,0.893465
6190,3526,0.665435,0.413366,0.178138
6238,3529,0.177596,0.930617,0.627021
6283,3530,0.0573014,0.821749,0.735494
