,ParticleId,Result:0,Result:1,Result:2
0,64,0.840772,0.429465,0.581266
4,154,0.723879,0.711387,0.196253
8,249,0.937627,0.371555,0.175844
22,586,0.574415,0.74432,0.693756
59,1036,0.0917791,0.911184,0.197629
85,1037,0.222834,0.893474,0.0612004
180,1051,0.776495,0.174603,0.544525
215,1124,0.371347,0.12895,0.418726
314,1130,0.884364,0.581423,0.32245
383,1136,0.501467,0.957127,0.471627
429,1147,0.699798,0.703268,0.757964
501,1179,0.445055,0.868575,0.256409
562,1184,0.583857,0.4406,0.112331
620,1213,0.823169,0.386389,0.548558
702,1269,0.928236,0.77767,0.582424
759,1353,0.263473,0.455695,0.374618
794,1402,0.20042,0.466379,0.776376
921,1498,0.706735,0.456148,0.669568
976,1506,0.705855,0.534322,0.00680999
1022,1545,0.818107,0.255147,0.0847085
1084,1553,0.130203,0.613051,0.767302
1139,1554,0.39171,0.706079,0.156349
1207,1689,0.861516,0.916271,0.120168
1321,1788,0.874582,0.676094,0.685983
1396,1885,0.215601,0.242685,0.333275
1453,1919,0.225381,0.104087,0.650679
1510,1936,0.633815,0.433986,0.37289
1571,1985,0.480137,0.853801,0.0613621
1612,1986,0.763427,0.680167,0.3168
1710,2158,0.279261,0.689427,0.272242
2344,3027,0.896844,0.140347,0.0916309
2827,3402,0.907903,0.081151,0.176696
2991,3455,0.86469,0.154503,0.0739489
3103,3457,0.716791,0.435722,0.00966071
3245,3526,0.657209,0.889085,0.339342
3307,3529,0.456014,0.603431,0.204
3360,3532,0.514574,0.591626,0.0602359
3470,3571,0.282396,0.118592,0.411709
3522,3574,0.139433,0.229335,0.646242
3595,3575,0.583873,0.358872,0.233538
3677,3583,0.624988,0.955874,0.558899
3726,3586,0.718079,0.524792,0.430497
3777,3587,0.275401,0.936991,0.37673
3811,3599,0.373833,0.26818,0.108923
3866,3614,0.269843,0.852411,0.204802
3922,3615,0.122447,0.515182,0.352432
3980,3630,0.933427,0.840352,0.160283
4027,3631,0.233223,0.39358,0.717488
4073,3634,0.984557,0.237033,0.511323
4129,3636,0.745802,0.176608,0.506242
4181,3648,0.629534,0.199983,0.897209
4225,3661,0.447353,0.196895,0.784253
4324,3678,0.702475,0.917897,0.529692
4357,3682,0.339826,0.569154,0.829543
4412,3687,0.698194,0.581912,0.550554
4478,3755,0.323204,0.840029,0.608898
4533,3762,0.951565,0.337481,0.346062
4612,3803,0.277326,0.926398,0.312431
4677,3850,0.937596,0.696213,0.320976
4721,3860,0.832187,0.292786,0.888227
4781,3898,0.343887,0.0328594,0.587793
4830,3900,0.525023,0.131493,0.246344
4875,3937,0.936561,0.125748,0.409377
4933,3945,0.797471,0.705749,0.34269
4970,3948,0.508744,0.146075,0.160976
5054,3995,0.811537,0.596085,0.118046
5116,3996,0.668226,0.855201,0.548176
5186,4033,0.52687,0.614674,0.234926
5240,4041,0.37315,0.769779,0.600913
5291,4043,0.387595,0.927329,0.600765
5358,4081,0.627286,0.36258,0.128712
5407,4091,0.144396,0.237039,0.638636
5461,4138,0.870774,0.328179,0.6725
5509,4140,0.34871,0.219443,0.861948
5550,4141,0.552628,0.0338112,0.431962
5589,4144,0.288863,0.282476,0.0800829
5651,4193,0.100584,0.544985,0.453752
5713,4286,0.46002,0.757943,0.666932
5765,4287,0.804817,0.365335,0.288864
5799,4293,0.15953,0.515941,0.156449
5874,4385,0.658342,0.290176,0.923251
5933,4393,0.307051,0.811739,0.330746
5997,4417,0.540338,0.746464,0.28853
6047,4435,0.557986,0.308512,0.915026
6093,4436,0.380346,0.126666,0.433848
6166,4437,0.630871,0.253835,0.0612116
6221,4446,0.424902,0.469364,0.748435
6275,4453,0.335126,0.62592,0.202891
6328,4456,0.677155,0.13332,0.787459
6374,4458,0.356194,0.299608,0.317817
6427,4460,0.298952,0.259004,0.314374
6477,4462,0.22814,0.299344,0.579036
6543,4463,0.635413,0.133535,0.464949
6594,4484,0.299892,0.768856,0.52274
6635,4485,0.706306,0.0560486,0.765649
6706,4488,0.678306,0.818288,0.534463
6751,4490,0.316737,0.192924,0.363438
6789,4494,0.350307,0.166288,0.129341
6859,4495,0.490788,0.819313,0.315131
6921,4497,0.522297,0.62787,0.0722368
7306,5924,0.361884,0.441393,0.258506
7364,5925,0.320312,0.490617,0.499303
7428,5926,0.89697,0.633594,0.243017
7525,5929,0.565163,0.0912437,0.350582
7587,5930,0.734355,0.830644,0.534944
7648,5931,0.588169,0.857207,0.131946
7693,5932,0.633087,0.0822384,0.381633
7755,5938,0.111041,0.393019,0.345598
7813,5939,0.116139,0.741445,0.276279
7878,5970,0.746586,0.0538887,0.615664
7936,5976,0.683574,0.927968,0.606298
8001,5977,0.727236,0.245184,0.470479
8037,5981,0.333456,0.0321474,0.240757
8087,5982,0.898302,0.474173,0.856997
8145,5983,0.45843,0.139692,0.704628
8184,5987,0.307645,0.0235873,0.441615
8250,5989,0.403335,0.914259,0.159878
8308,5990,0.24853,0.603872,0.0905243
8422,6017,0.810333,0.671046,0.375947
8462,6019,0.499862,0.0923017,0.239975
8514,6024,0.876724,0.217691,0.677308
8559,6026,0.143951,0.248743,0.644986
8621,6027,0.476167,0.283912,0.877039
8684,6028,0.882345,0.422893,0.195141
8734,6029,0.777617,0.698778,0.783733
8797,6037,0.703561,0.908319,0.686562
8839,6038,0.831963,0.286805,0.877163
8888,6039,0.828045,0.457768,0.0882917
8953,6040,0.7775,0.213042,0.187117
9018,6045,0.772068,0.349912,0.605436
9068,6048,0.249234,0.894421,0.467117
9128,6061,0.532339,0.106159,0.668885
9176,6063,0.261016,0.457485,0.160928
9215,6072,0.399742,0.131745,0.492834
9285,6087,0.590624,0.61544,0.0821708
9396,6090,0.69736,0.826992,0.15686
9443,6091,0.36922,0.930595,0.23392
9502,6117,0.643064,0.750617,0.0612707
9549,6136,0.548118,0.124718,0.440057
9632,6145,0.808046,0.375934,0.447011
9733,6158,0.800725,0.162619,0.301802
9800,6193,0.891565,0.842199,0.588091
9836,6204,0.128167,0.659122,0.425303
9879,6205,0.198707,0.336434,0.609111
9930,6252,0.316897,0.325485,0.250182
10029,6310,0.689988,0.926248,0.550202
10069,6346,0.167191,0.459211,0.217699
10128,6434,0.361434,0.0688189,0.257944
10181,6481,0.393594,0.27189,0.635028
10228,6482,0.437818,0.0614568,0.562774
10290,6492,0.210329,0.22551,0.73995
10321,6493,0.395719,0.0686201,0.221558
10381,6529,0.277831,0.83917,0.213872
10443,6531,0.860907,0.393415,0.149235
10497,6540,0.299818,0.869654,0.530138
10537,6541,0.372232,0.228432,0.152043
10581,6547,0.540626,0.803103,0.68093
10647,6577,0.806689,0.859128,0.750094
10705,6589,0.111732,0.365667,0.492701
10742,6626,0.353279,0.026859,0.302153
10785,6627,0.823536,0.0633144,0.438323
10867,6675,0.181169,0.285293,0.246975
10943,6687,0.361555,0.269481,0.354833
10983,6721,0.144705,0.16976,0.298734
11044,6722,0.422011,0.62922,0.0951713
11098,6734,0.782516,0.0581158,0.394294
11145,6736,0.410095,0.286075,0.132232
11192,6763,0.364576,0.712358,0.849727
11246,6768,0.462486,0.20052,0.125025
