,ParticleId,Result:0,Result:1,Result:2
1,64,0.101417,0.471442,0.381461
3,108,0.705763,0.30548,0.997914
6,154,0.673431,0.926537,0.433225
25,249,0.126339,0.490885,0.429221
192,586,0.155553,0.900343,0.769462
404,1035,0.0782761,0.304571,0.935118
524,1051,0.556204,0.271757,0.848576
585,1124,0.571527,0.67439,0.621956
622,1125,0.798911,0.429703,0.567937
660,1127,0.802648,0.446802,0.578592
741,1129,0.854368,0.481377,0.574373
783,1130,0.93185,0.542175,0.581489
846,1136,0.355931,0.179469,0.287845
897,1147,0.143911,0.293379,0.718439
939,1168,0.147576,0.509433,0.302353
1035,1179,0.620947,0.224135,0.158739
1073,1184,0.708408,0.16579,0.699043
1116,1213,0.227205,0.554268,0.210477
1217,1238,0.773447,0.519098,0.639247
1274,1269,0.267897,0.470615,0.891884
1348,1353,0.386306,0.871879,0.433871
1490,1448,0.833737,0.393304,0.50466
1560,1498,0.26148,0.933331,0.633254
1614,1506,0.184202,0.0440361,0.616926
1666,1545,0.451103,0.254761,0.168556
1763,1554,0.614371,0.272666,0.124342
1816,1689,0.449265,0.92448,0.384393
1897,1786,0.523474,0.843776,0.148554
1952,1788,0.161107,0.648052,0.723273
2050,1885,0.467565,0.705602,0.581325
2099,1919,0.676748,0.326875,0.262926
2141,1936,0.811829,0.417865,0.416809
2183,1985,0.52209,0.129927,0.357904
2230,1986,0.912252,0.465877,0.505791
2266,1987,0.892933,0.451094,0.485049
2374,2158,0.398701,0.6432,0.125809
2673,2640,0.0516123,0.198045,0.340991
2759,2642,0.136313,0.516495,0.0567012
2903,2691,0.0325492,0.148566,0.672584
3136,2834,0.0713887,0.373441,0.16199
3403,2976,0.0436537,0.143473,0.469823
3525,3024,0.230106,0.630969,0.001586
3986,3262,0.221369,0.619898,0.00562547
4172,3309,0.047925,0.186538,0.362401
4484,3363,0.133679,0.511059,0.0608204
4727,3447,0.0857817,0.409404,0.131896
4941,3505,0.0664706,0.270752,0.906875
5015,3526,0.485349,0.629458,0.13219
5062,3529,0.111,0.597073,0.397979
5106,3532,0.306089,0.504674,0.634419
5155,3535,0.698952,0.698226,0.58565
5196,3536,0.761004,0.709078,0.565426
5259,3571,0.438105,0.79821,0.416925
5304,3574,0.566059,0.240231,0.292525
5352,3575,0.620299,0.0706712,0.321739
5379,3576,0.490856,0.917442,0.170733
5468,3583,0.240105,0.208409,0.341343
5510,3586,0.825842,0.672544,0.583702
5558,3587,0.302566,0.321831,0.618175
5601,3599,0.586334,0.198139,0.583994
5635,3614,0.64602,0.502081,0.765502
5676,3615,0.582099,0.501436,0.733447
5714,3616,0.687804,0.57509,0.642648
5768,3630,0.755936,0.788678,0.0706525
5814,3631,0.0161925,0.58769,0.728119
5868,3634,0.0689823,0.464598,0.552773
5914,3636,0.462473,0.300226,0.863849
5952,3648,0.323682,0.401104,0.312978
5986,3661,0.324955,0.514998,0.735551
6074,3673,0.257343,0.870743,0.188094
6126,3678,0.134678,0.784388,0.775586
6170,3682,0.0676125,0.733152,0.611032
6207,3687,0.819813,0.69176,0.572719
6313,3724,0.735289,0.675593,0.573583
6366,3755,0.538683,0.168446,0.358101
6440,3762,0.776917,0.298781,0.0914033
6505,3803,0.30198,0.483474,0.383742
6545,3849,0.852179,0.713004,0.353285
6583,3850,0.950587,0.692051,0.509042
6643,3860,0.532366,0.138949,0.247159
6711,3898,0.502804,0.141737,0.628391
6759,3900,0.726063,0.381348,0.465107
6811,3937,0.199589,0.211186,0.322775
6859,3945,0.931972,0.635316,0.275688
6904,3948,0.54362,0.241961,0.358002
6947,3993,0.993253,0.603691,0.59928
6992,3995,0.0899997,0.384705,0.54743
7049,3996,0.399702,0.66053,0.112432
