,ParticleId,Result:0,Result:1,Result:2
0,64,0.868902,0.799297,0.585447
3,154,0.783357,0.741139,0.203856
18,586,0.467998,0.774657,0.319814
38,1036,0.689752,0.652745,0.875438
48,1037,0.670157,0.702617,0.866575
62,1038,0.643174,0.719259,0.871779
93,1051,0.425879,0.143011,0.440678
140,1124,0.212644,0.142648,0.475731
215,1130,0.832348,0.693946,0.259779
300,1147,0.868426,0.896034,0.612058
355,1179,0.246168,0.389978,0.162319
390,1184,0.356982,0.396864,0.213742
450,1213,0.883087,0.587976,0.567423
541,1353,0.223384,0.87757,0.331279
581,1402,0.594262,0.568539,0.672361
689,1553,0.554176,0.556657,0.214916
745,1554,0.748192,0.12234,0.485672
843,1885,0.406139,0.807414,0.0377182
895,1919,0.546173,0.838031,0.51632
950,1985,0.463986,0.447529,0.685877
1047,2158,0.56525,0.325049,0.0857142
1285,3529,0.231502,0.632253,0.334396
1325,3532,0.477166,0.210286,0.331889
1366,3571,0.240636,0.898579,0.59088
1410,3574,0.725898,0.945822,0.541851
1443,3575,0.41956,0.181334,0.258843
1482,3586,0.736842,0.641189,0.265722
1522,3587,0.917843,0.37033,0.683543
1565,3599,0.84641,0.141785,0.814857
1602,3614,0.812132,0.476524,0.748479
1647,3615,0.948437,0.269684,0.626705
1696,3631,0.330722,0.519771,0.516562
1749,3636,0.284106,0.215863,0.496951
1787,3661,0.224645,0.456218,0.461931
1826,3662,0.967371,0.736799,0.287422
1876,3682,0.342597,0.459163,0.599985
1917,3687,0.766884,0.651288,0.416697
1957,3755,0.313338,0.676001,0.158099
2019,3803,0.92275,0.355244,0.681481
2093,3850,0.857967,0.709607,0.206966
2143,3898,0.746637,0.348233,0.0457793
2184,3900,0.640931,0.0781058,0.781398
2220,3945,0.76811,0.681777,0.328944
2253,3948,0.265895,0.64455,0.739338
2325,3995,0.876885,0.929364,0.489808
2367,3996,0.943967,0.682427,0.696215
2435,4041,0.169565,0.500046,0.193887
2476,4043,0.489752,0.276153,0.271145
2514,4081,0.357791,0.385906,0.215542
2565,4091,0.818023,0.840481,0.69164
2646,4140,0.631171,0.758304,0.144166
2727,4144,0.893892,0.0562104,0.1895
2759,4193,0.985322,0.270388,0.739946
2861,4287,0.915768,0.657038,0.640857
2909,4293,0.642788,0.109523,0.723017
2979,4393,0.731321,0.168929,0.195374
3032,4417,0.55473,0.759591,0.543638
3074,4436,0.191591,0.169742,0.466312
3131,4437,0.282067,0.416966,0.554138
3183,4446,0.394263,0.416232,0.361803
3229,4453,0.770367,0.113155,0.264844
3276,4456,0.257455,0.465097,0.481504
3313,4458,0.114428,0.690992,0.337909
