,ParticleId,Result:0,Result:1,Result:2
1,64,0.474417,0.829704,0.778033
4,154,0.894433,0.252846,0.392348
16,249,0.595498,0.742086,0.859242
77,586,0.0820631,0.445859,0.724977
345,1051,0.256885,0.660665,0.218042
433,1124,0.44073,0.658185,0.245759
492,1125,0.663834,0.577067,0.586075
533,1127,0.690318,0.563549,0.556024
601,1129,0.802928,0.491637,0.460552
641,1130,0.924572,0.500311,0.459185
709,1136,0.419743,0.055998,0.797172
777,1147,0.540283,0.659552,0.0776352
834,1168,0.643097,0.59203,0.943735
949,1179,0.282551,0.326101,0.851165
992,1184,0.180335,0.342814,0.527197
1040,1213,0.802489,0.18023,0.788973
1146,1238,0.652365,0.631493,0.581691
1226,1269,0.726236,0.720086,0.0670278
1314,1353,0.475373,0.457216,0.847608
1447,1448,0.750294,0.486121,0.519987
1495,1498,0.157149,0.518169,0.806001
1544,1506,0.592878,0.167083,0.0611127
1596,1545,0.617085,0.119179,0.807531
1694,1554,0.171967,0.345215,0.615527
1757,1689,0.245814,0.497664,0.783232
1860,1786,0.121811,0.392502,0.550736
1905,1788,0.345569,0.642916,0.769616
1983,1834,0.00648655,0.383044,0.406994
2039,1885,0.505602,0.44603,0.29187
2087,1919,0.289942,0.411621,0.612773
2133,1936,0.728084,0.495211,0.428984
2164,1985,0.251693,0.0440017,0.606568
2217,1986,0.879828,0.50566,0.359519
2270,1987,0.846314,0.504062,0.349524
2375,2158,0.244448,0.363898,0.816364
2670,2641,0.0601102,0.137736,0.464949
2788,2689,0.101583,0.159819,0.909936
2843,2690,0.0758771,0.448286,0.157856
2911,2738,0.0605844,0.105823,0.591618
2960,2739,0.061996,0.122299,0.506127
3047,2786,0.0599622,0.106765,0.578904
3084,2787,0.0808621,0.468212,0.146616
3187,2835,0.110694,0.565117,0.0848922
3279,2883,0.15776,0.64777,0.0437169
3328,2931,0.156965,0.646956,0.0439116
3394,2975,0.0538729,0.291059,0.271531
3445,2979,0.159703,0.650439,0.0427384
3493,3023,0.116235,0.585257,0.0767135
3525,3027,0.171078,0.660859,0.0365177
3616,3072,0.100935,0.547923,0.0889891
3646,3073,0.116077,0.583852,0.0687018
3670,3075,0.179757,0.668594,0.0319234
3866,3166,0.176648,0.669558,0.0352468
3917,3168,0.121302,0.592754,0.0625823
4093,3219,0.180062,0.667888,0.0321959
4160,3260,0.0774664,0.451746,0.15916
4256,3266,0.130198,0.611839,0.0610423
4285,3267,0.180314,0.666804,0.0322233
4360,3307,0.120238,0.591715,0.0732909
4382,3308,0.223819,0.701673,0.0115191
4452,3314,0.114704,0.579393,0.0775232
4480,3315,0.104197,0.543247,0.0968846
4537,3355,0.15546,0.654428,0.0393671
4799,3401,0.236338,0.700499,0.00220498
5263,3526,0.15142,0.395326,0.512009
5312,3529,0.350973,0.789611,0.694726
5355,3532,0.277651,0.414165,0.31092
5416,3535,0.578706,0.789835,0.359019
5474,3536,0.663053,0.750784,0.462815
5549,3571,0.661434,0.291998,0.405535
5602,3574,0.638951,0.101403,0.495877
5663,3575,0.12059,0.196404,0.639076
5698,3576,0.0675642,0.404018,0.371489
5775,3583,0.647192,0.0871152,0.20652
5828,3586,0.758898,0.639692,0.533487
5878,3587,0.273644,0.161972,0.523095
5933,3599,0.5216,0.136237,0.451683
5980,3614,0.342575,0.774784,0.364421
6033,3615,0.269437,0.400132,0.488485
6092,3616,0.481667,0.793034,0.441904
6165,3630,0.79244,0.751213,0.837748
6216,3631,0.0147847,0.535179,0.537672
6273,3634,0.211767,0.721182,0.573693
6321,3636,0.2641,0.654725,0.201497
6377,3648,0.431773,0.29429,0.183251
6427,3661,0.419713,0.72696,0.173816
6528,3673,0.0831788,0.299399,0.833875
6600,3678,0.143632,0.558146,0.713873
6639,3682,0.0779731,0.67347,0.700463
6685,3687,0.748078,0.664521,0.526406
6767,3724,0.632716,0.776706,0.400582
6821,3755,0.483843,0.0817433,0.762184
6884,3762,0.596165,0.904063,0.703358
6990,3803,0.336379,0.29577,0.331969
7034,3849,0.764296,0.72939,0.364231
7081,3850,0.949302,0.633592,0.501186
7167,3860,0.283122,0.136163,0.874422
7233,3898,0.412828,0.0726805,0.679422
7281,3900,0.307573,0.481444,0.487676
7325,3937,0.709529,0.0610007,0.269323
7376,3945,0.900297,0.694752,0.308685
7421,3948,0.485522,0.160979,0.330644
7496,3995,0.595361,0.778234,0.827466
7546,3996,0.150801,0.329627,0.715986
7596,4033,0.693601,0.729371,0.472303
7662,4041,0.784225,0.143057,0.636438
7714,4043,0.455011,0.0318785,0.742959
7771,4044,0.0930896,0.311952,0.844598
7819,4081,0.178058,0.338617,0.498126
7884,4091,0.6468,0.106205,0.563447
7937,4138,0.262154,0.700372,0.152842
7999,4140,0.480121,0.283798,0.130019
8045,4141,0.48354,0.0617437,0.605336
8099,4144,0.476511,0.0695689,0.522199
8148,4193,0.569415,0.0596835,0.469577
8193,4235,0.757284,0.689216,0.286451
8241,4238,0.699838,0.701738,0.26547
8289,4273,0.27466,0.609011,0.941581
8334,4284,0.654813,0.753082,0.286066
8385,4286,0.755247,0.13973,0.283658
8429,4287,0.543771,0.600244,0.829886
8466,4293,0.317615,0.126583,0.373289
8507,4336,0.571176,0.738685,0.554565
8546,4369,0.279526,0.612296,0.943177
8610,4385,0.19557,0.19105,0.38712
8662,4393,0.320761,0.355532,0.863427
8698,4417,0.738416,0.670002,0.26145
8754,4435,0.233872,0.365576,0.223756
8815,4436,0.447687,0.718262,0.273312
8865,4437,0.698287,0.226943,0.463245
8914,4446,0.281834,0.516093,0.104971
8952,4453,0.16722,0.349006,0.60501
