,ParticleId,Result:0,Result:1,Result:2
3,64,0.142661,0.728506,0.237269
26,154,0.781772,0.788559,0.110672
46,249,0.166607,0.730062,0.282045
219,586,0.0581028,0.666008,0.856505
577,1051,0.234011,0.370518,0.767138
655,1124,0.609311,0.779065,0.472715
704,1125,0.742841,0.631583,0.639486
746,1127,0.758329,0.646652,0.627073
820,1129,0.841402,0.675329,0.590057
859,1130,0.932262,0.702555,0.514831
931,1136,0.519636,0.127445,0.390613
993,1147,0.197689,0.363586,0.312662
1030,1168,0.213439,0.711531,0.178603
1120,1179,0.702206,0.160954,0.708409
1158,1184,0.358556,0.368209,0.833839
1211,1213,0.353047,0.58585,0.116132
1309,1238,0.758726,0.716346,0.574073
1366,1269,0.120972,0.331529,0.617312
1453,1353,0.537151,0.887312,0.273622
1596,1448,0.786485,0.5919,0.673202
1665,1498,0.1695,0.903843,0.847702
1716,1506,0.233281,0.0667373,0.442016
1768,1545,0.644164,0.127356,0.466149
1855,1554,0.736518,0.136688,0.632557
1912,1689,0.610179,0.881117,0.167964
2025,1786,0.59222,0.558048,0.0885082
2076,1788,0.122445,0.588658,0.561944
2166,1885,0.516994,0.795426,0.466172
2214,1919,0.719896,0.356204,0.71237
2250,1936,0.790319,0.53747,0.63963
2286,1985,0.498792,0.137802,0.73168
2330,1986,0.901211,0.626752,0.593294
2379,1987,0.880394,0.605759,0.61066
2509,2158,0.567556,0.376233,0.101679
2804,2640,0.100416,0.434284,0.10212
2854,2642,0.233235,0.580646,0.00722978
2919,2689,0.245745,0.598655,0.00125478
2983,2691,0.0528342,0.221323,0.301153
3227,2834,0.166254,0.543887,0.0298878
3479,2976,0.0642175,0.352653,0.169109
4211,3309,0.0891005,0.425105,0.1114
4397,3357,0.213149,0.601501,0.00658256
4500,3363,0.236575,0.580145,0.00699039
4669,3407,0.0449043,0.15542,0.439665
4965,3505,0.033864,0.148673,0.59571
5038,3526,0.679828,0.276122,0.1599
5086,3529,0.158179,0.810486,0.394132
5125,3532,0.265837,0.649409,0.437124
5161,3535,0.766367,0.759678,0.334697
5202,3536,0.823647,0.712858,0.303747
5283,3571,0.563021,0.767165,0.259877
5320,3574,0.60633,0.265581,0.72521
5384,3575,0.533039,0.0968356,0.813333
5426,3576,0.576914,0.73763,0.0586432
5526,3583,0.393159,0.227559,0.229819
5569,3586,0.869107,0.714578,0.348491
5615,3587,0.399173,0.354708,0.329612
5660,3599,0.37268,0.328776,0.676535
5690,3614,0.537917,0.712875,0.705242
5729,3615,0.465507,0.678437,0.666958
5771,3616,0.685659,0.737134,0.543961
5852,3630,0.821036,0.244912,0.112985
5899,3631,0.00841952,0.500564,0.488929
5967,3634,0.0845069,0.661848,0.318557
6008,3636,0.192801,0.338468,0.699703
6056,3648,0.57646,0.316231,0.244737
6090,3661,0.23779,0.604927,0.5243
6179,3673,0.383055,0.879676,0.173546
6249,3678,0.0717484,0.548197,0.723989
6292,3682,0.0664204,0.668742,0.62677
6335,3687,0.867289,0.702501,0.324561
6446,3724,0.795369,0.731079,0.342277
6499,3755,0.506346,0.197961,0.735581
6576,3762,0.84402,0.116578,0.667046
6653,3803,0.421718,0.503688,0.252668
6720,3849,0.871942,0.458188,0.345093
6758,3850,0.963198,0.615022,0.320406
6812,3860,0.581174,0.111755,0.698136
6883,3898,0.338788,0.233418,0.676353
6915,3900,0.64184,0.520103,0.65112
6966,3937,0.338567,0.262024,0.174503
7000,3945,0.942137,0.397476,0.455198
7043,3948,0.547613,0.277783,0.712057
7098,3993,0.991748,0.727655,0.453844
7136,3995,0.136035,0.593798,0.245793
7180,3996,0.553036,0.397607,0.0872744
7227,4033,0.841503,0.673062,0.290657
