,ParticleId,Result:0,Result:1,Result:2
0,64,0.857329,0.455845,0.541665
3,154,0.750374,0.77308,0.438614
4,249,0.991078,0.335409,0.387902
12,586,0.503772,0.763004,0.248662
25,1036,0.226841,0.0722532,0.901798
35,1037,0.0424441,0.185062,0.547862
47,1038,0.0354219,0.35193,0.441391
66,1051,0.274214,0.739382,0.553062
80,1124,0.271548,0.385018,0.16595
112,1130,0.84972,0.69095,0.271401
150,1136,0.747069,0.614995,0.814822
187,1147,0.62096,0.875777,0.293492
229,1179,0.415967,0.276829,0.662128
258,1184,0.354192,0.514291,0.654631
293,1213,0.801562,0.490962,0.590316
354,1269,0.905429,0.901405,0.316524
397,1353,0.547069,0.236041,0.206256
419,1402,0.353646,0.465079,0.83148
476,1498,0.472834,0.632368,0.631592
507,1545,0.931132,0.811796,0.819853
543,1553,0.27752,0.337024,0.806741
575,1554,0.296956,0.19505,0.595392
631,1788,0.858825,0.870422,0.491628
668,1885,0.481644,0.258753,0.12808
699,1919,0.655448,0.294427,0.0445822
756,1985,0.471182,0.817952,0.73342
830,2158,0.570679,0.109786,0.610657
1304,3526,0.735331,0.572284,0.10933
1337,3529,0.409272,0.288687,0.560965
1363,3532,0.332076,0.639148,0.672216
1393,3571,0.325208,0.421079,0.110889
1428,3574,0.869881,0.183921,0.535907
1458,3575,0.300296,0.365793,0.469437
1507,3583,0.930206,0.372072,0.838205
1553,3586,0.708326,0.503926,0.330739
1602,3587,0.189969,0.156125,0.743205
1633,3599,0.410058,0.0313558,0.521547
1698,3614,0.322592,0.10205,0.749186
1751,3615,0.83887,0.130696,0.733324
1842,3631,0.709846,0.280523,0.236623
1910,3636,0.211586,0.677866,0.4517
1974,3648,0.554706,0.9174,0.17106
2033,3661,0.371083,0.873565,0.267183
2134,3678,0.90783,0.275985,0.173415
2171,3682,0.324231,0.618692,0.810214
2221,3687,0.72204,0.547688,0.48367
2264,3755,0.624144,0.193401,0.701292
2314,3762,0.975729,0.385971,0.459622
2384,3803,0.221957,0.134827,0.760845
2459,3850,0.927703,0.637786,0.368311
2560,3898,0.348173,0.680467,0.0539369
2601,3900,0.210783,0.142893,0.417198
2651,3945,0.786441,0.62878,0.323849
2692,3948,0.154256,0.182603,0.416192
2767,3995,0.831581,0.581738,0.112701
2816,3996,0.656146,0.835715,0.213945
2867,4033,0.594348,0.465461,0.66917
2923,4041,0.709155,0.249582,0.472237
2964,4043,0.328067,0.368686,0.674063
3012,4081,0.355112,0.546686,0.65797
3055,4091,0.861542,0.174093,0.463212
3113,4138,0.842149,0.715164,0.713511
3159,4140,0.567628,0.613324,0.0797192
3194,4141,0.129501,0.674489,0.19131
3243,4144,0.464856,0.0262552,0.378874
3278,4193,0.622997,0.353935,0.909591
3346,4286,0.750676,0.330393,0.577686
3389,4287,0.832455,0.387206,0.321942
3424,4293,0.711132,0.0242593,0.633998
3481,4385,0.62433,0.840988,0.0586213
3530,4393,0.572952,0.12353,0.702616
3591,4417,0.547742,0.586811,0.225833
3648,4435,0.609099,0.740533,0.0600889
3677,4436,0.268668,0.398108,0.16731
3711,4437,0.259412,0.80474,0.605823
3752,4446,0.468712,0.655635,0.176135
3787,4453,0.35559,0.144221,0.561857
3818,4456,0.390706,0.92336,0.416331
3848,4458,0.501447,0.154933,0.30552
3873,4460,0.449222,0.203229,0.206532
3925,4462,0.546147,0.407739,0.0962128
3959,4463,0.183404,0.416824,0.307055
3990,4484,0.704173,0.166027,0.507441
4016,4485,0.421861,0.962926,0.276656
4046,4488,0.689887,0.825634,0.477066
4069,4490,0.370057,0.294522,0.169169
4095,4494,0.363974,0.044078,0.323088
4125,4495,0.690502,0.39946,0.636883
4151,4497,0.391095,0.600552,0.701002
4384,5924,0.492639,0.098636,0.523418
4433,5925,0.489137,0.339898,0.30766
4466,5926,0.878827,0.721675,0.320023
4519,5929,0.148441,0.329086,0.31222
4564,5930,0.747373,0.860039,0.413605
4599,5931,0.858785,0.427099,0.758668
4618,5932,0.130779,0.652229,0.262684
4658,5938,0.861223,0.0819658,0.642408
4692,5939,0.663713,0.16197,0.894118
4721,5970,0.317915,0.937989,0.420147
4760,5976,0.960046,0.215721,0.500641
4797,5977,0.254202,0.547457,0.430774
4818,5981,0.108031,0.191518,0.264081
4865,5982,0.766286,0.781817,0.00295517
4898,5983,0.281109,0.843868,0.219286
4928,5987,0.26065,0.553937,0.0785908
4962,5989,0.193455,0.464856,0.563889
4991,5990,0.290762,0.0461319,0.684622
5026,6017,0.779619,0.653608,0.300809
5051,6019,0.16787,0.16445,0.382306
5088,6024,0.762628,0.862084,0.691785
5125,6026,0.863835,0.190976,0.537285
5169,6027,0.534132,0.841155,0.148463
5200,6028,0.893317,0.448374,0.177835
5238,6029,0.7059,0.867184,0.136241
5261,6037,0.960421,0.208467,0.510034
5292,6038,0.687375,0.964314,0.394046
5330,6039,0.993456,0.303847,0.554499
5360,6040,0.635446,0.725743,0.742704
5396,6045,0.447208,0.60798,0.649228
5433,6048,0.327713,0.163661,0.823496
5471,6061,0.222466,0.818124,0.228036
5510,6063,0.627661,0.0520326,0.568744
5542,6072,0.250153,0.44266,0.186105
5587,6087,0.749089,0.53862,0.746321
5620,6090,0.809061,0.473039,0.120293
5653,6091,0.174553,0.335819,0.576012
5685,6117,0.908554,0.46251,0.820247
5717,6136,0.209957,0.259731,0.298291
5761,6145,0.804347,0.441711,0.501074
5804,6158,0.516725,0.772054,0.70477
5869,6204,0.710812,0.245052,0.8614
5910,6205,0.703578,0.25453,0.169802
5941,6252,0.510044,0.118069,0.305605
6005,6310,0.946236,0.213898,0.32359
6033,6346,0.728416,0.0448994,0.410186
6067,6434,0.166217,0.140955,0.296706
6114,6481,0.296594,0.583481,0.235688
6154,6482,0.207196,0.696641,0.146086
6196,6492,0.708226,0.299591,0.14519
6221,6493,0.190681,0.0992996,0.346303
6265,6529,0.357691,0.104219,0.743789
6297,6531,0.962431,0.308679,0.373027
6338,6540,0.494366,0.173517,0.760437
6369,6541,0.427929,0.054915,0.365625
6408,6547,0.613586,0.432904,0.24459
6480,6589,0.824364,0.239882,0.797758
6506,6626,0.111471,0.323526,0.222615
6537,6627,0.470263,0.942864,0.624776
6591,6675,0.499819,0.157632,0.163399
6630,6687,0.475912,0.202526,0.263393
6656,6721,0.440754,0.256388,0.0912084
6689,6722,0.187231,0.329207,0.522847
6717,6734,0.335449,0.916687,0.56173
6751,6736,0.360998,0.0510149,0.559281
6778,6763,0.356959,0.630592,0.78733
6806,6768,0.222299,0.0915347,0.490316
6857,6769,0.496126,0.59121,0.239704
6879,6770,0.124206,0.190948,0.467875
6925,6785,0.651186,0.640162,0.598392
6956,6799,0.409431,0.858098,0.0556418
6994,6813,0.631459,0.0325296,0.563439
7021,6814,0.312669,0.0773707,0.386973
7105,6833,0.120621,0.367861,0.425922
7145,6834,0.627979,0.248281,0.205965
7174,6835,0.76875,0.659246,0.302697
7258,6848,0.328457,0.844399,0.28801
7313,6854,0.809186,0.0544593,0.74497
7347,6855,0.822024,0.178919,0.399578
7440,6861,0.346513,0.141522,0.838505
7478,6862,0.385077,0.163068,0.73716
