,ParticleId,Result:0,Result:1,Result:2
6,154,0.88,0.849535,0.618209
17,586,0.729986,0.743053,0.201425
30,1036,0.97183,0.378806,0.443796
33,1037,0.951803,0.376208,0.222677
38,1038,0.609614,0.9129,0.259636
47,1051,0.666376,0.0445351,0.48069
58,1124,0.681791,0.144229,0.702012
83,1128,0.84564,0.849023,0.153065
110,1130,0.864707,0.786613,0.382478
170,1179,0.545258,0.291784,0.20281
198,1184,0.510328,0.298429,0.123463
263,1353,0.661143,0.177555,0.381667
314,1402,0.833656,0.619618,0.359845
387,1553,0.843271,0.67232,0.422976
431,1554,0.2973,0.587168,0.155034
484,1885,0.346551,0.253417,0.487146
529,1919,0.677073,0.940836,0.300556
591,2158,0.354317,0.423365,0.137049
767,3529,0.171578,0.163223,0.358245
802,3532,0.638322,0.183022,0.220888
843,3571,0.678643,0.164764,0.436731
883,3575,0.217192,0.558806,0.813341
908,3586,0.845614,0.783776,0.318809
984,3631,0.23738,0.704048,0.418493
1031,3636,0.256857,0.469343,0.480271
1070,3661,0.379339,0.0693606,0.36582
1113,3662,0.948793,0.595523,0.386768
1165,3687,0.871612,0.685461,0.291055
1210,3755,0.843593,0.19258,0.11383
1268,3762,0.734131,0.977624,0.223644
1352,3850,0.942078,0.65809,0.542242
1427,3898,0.579167,0.654637,0.0959348
1482,3900,0.874312,0.364345,0.305221
1503,3945,0.864977,0.738632,0.304913
1552,3948,0.302778,0.824539,0.30204
1633,4041,0.50047,0.376926,0.165145
1691,4043,0.116919,0.815919,0.220833
1727,4081,0.918709,0.0811055,0.491559
1800,4293,0.292103,0.893574,0.373884
1872,4393,0.260233,0.687234,0.162149
1919,4417,0.896893,0.59739,0.394925
1993,4437,0.12721,0.681036,0.324983
2059,4453,0.385894,0.28332,0.310292
2108,4456,0.466717,0.0469874,0.364553
2168,4458,0.743578,0.127755,0.590615
2214,4460,0.302027,0.254332,0.642627
2259,4462,0.176052,0.131349,0.30806
2299,4463,0.841918,0.225645,0.511895
2347,4484,0.110142,0.416166,0.14686
2413,4485,0.430051,0.778993,0.415823
2454,4490,0.82178,0.166851,0.66257
2731,5924,0.327053,0.240526,0.423903
2768,5925,0.491972,0.101006,0.506345
2816,5926,0.916623,0.59734,0.235421
2872,5928,0.92567,0.847636,0.220053
2918,5929,0.609263,0.37028,0.715569
2969,5932,0.810318,0.736366,0.727525
3016,5970,0.312215,0.787483,0.47473
3065,5977,0.222639,0.387273,0.441454
3140,5983,0.401123,0.656755,0.200702
3197,6016,0.844821,0.868121,0.291097
3213,6017,0.865116,0.741355,0.304561
3239,6019,0.729694,0.770524,0.948113
3337,6061,0.459114,0.522917,0.206293
3388,6063,0.495343,0.942935,0.304667
3424,6072,0.858284,0.191533,0.630919
3487,6091,0.929778,0.669382,0.698449
3531,6136,0.304039,0.851732,0.101023
3590,6205,0.129137,0.5425,0.254531
3693,6346,0.498579,0.949035,0.248948
3754,6434,0.493874,0.612621,0.0287783
3808,6481,0.167382,0.807825,0.509273
3873,6482,0.632844,0.804343,0.18068
3926,6492,0.875577,0.819526,0.647727
3976,6529,0.972062,0.52179,0.582163
4020,6540,0.461034,0.0820993,0.28884
4053,6541,0.30706,0.577255,0.827375
4115,6675,0.290286,0.287687,0.545281
4153,6687,0.848143,0.147689,0.455673
4246,6734,0.178038,0.445285,0.161309
4284,6736,0.823685,0.424759,0.104643
4329,6768,0.722304,0.306418,0.147533
4392,6785,0.850882,0.713243,0.207564
4435,6799,0.320875,0.459598,0.283997
4494,6814,0.267566,0.930776,0.482875
4544,6833,0.51806,0.556786,0.101989
4593,6834,0.104215,0.695383,0.430156
4611,6835,0.861006,0.742358,0.315488
4683,6848,0.128028,0.566348,0.488744
4741,6855,0.827992,0.677544,0.167269
4840,6862,0.108224,0.406742,0.262764
4895,6864,0.38942,0.515533,0.220989
4977,6900,0.0993288,0.69903,0.407984
5026,6907,0.448921,0.214638,0.232897
5070,6909,0.767034,0.953074,0.467483
5117,6910,0.358945,0.165881,0.41473
5175,6911,0.352448,0.245282,0.328082
5233,6912,0.231199,0.865294,0.308888
5290,6941,0.983835,0.57434,0.555027
5326,6954,0.874466,0.773527,0.292475
5375,6956,0.23576,0.761925,0.254347
5440,6996,0.305753,0.815929,0.772695
5496,7003,0.335646,0.237278,0.0966303
5874,8332,0.614827,0.141782,0.354974
