,ParticleId,Result:0,Result:1,Result:2
0,64,0.869253,0.4764,0.0615933
3,154,0.800988,0.724374,0.180888
11,586,0.684392,0.466456,0.410466
24,1036,0.76804,0.46152,0.768776
33,1037,0.787893,0.451517,0.728776
41,1038,0.739968,0.483564,0.742843
56,1051,0.419783,0.426306,0.151984
73,1124,0.865931,0.0712967,0.609123
97,1130,0.836057,0.714245,0.255963
134,1179,0.227256,0.129249,0.339687
168,1184,0.166636,0.611469,0.331852
230,1213,0.771076,0.888454,0.413419
309,1353,0.183128,0.445658,0.507312
367,1402,0.487823,0.783174,0.327158
458,1553,0.729432,0.483682,0.416945
505,1554,0.293889,0.849511,0.16169
581,1885,0.408628,0.864663,0.794485
631,1919,0.614875,0.626954,0.167995
689,1985,0.690982,0.38099,0.422539
760,2158,0.235122,0.841065,0.61422
1002,3529,0.224295,0.53617,0.237469
1050,3532,0.221422,0.67362,0.174745
1096,3571,0.212366,0.510234,0.632499
1139,3574,0.939945,0.558898,0.881817
1192,3575,0.156364,0.477596,0.156627
1255,3586,0.74401,0.73696,0.323114
1308,3587,0.624825,0.817307,0.0473622
1346,3599,0.944312,0.13071,0.186053
1401,3614,0.602779,0.759558,0.0781346
1461,3615,0.605079,0.824406,0.0334037
1524,3631,0.360505,0.574592,0.223908
1575,3636,0.72442,0.166635,0.255553
1621,3661,0.571149,0.167781,0.349656
1668,3662,0.921309,0.759279,0.218157
1734,3682,0.666807,0.270098,0.391449
1793,3687,0.770558,0.635121,0.290585
1839,3755,0.21784,0.48339,0.43213
1907,3803,0.624538,0.805668,0.0403442
1978,3850,0.86044,0.678513,0.199875
2022,3898,0.632211,0.944266,0.710993
2063,3900,0.934738,0.112126,0.471687
2099,3945,0.77993,0.693706,0.310197
2154,3948,0.607021,0.133109,0.639275
2322,4041,0.339986,0.0854189,0.396547
2381,4043,0.207982,0.745642,0.368606
2432,4081,0.159078,0.608708,0.316706
2484,4091,0.989206,0.330411,0.721374
2570,4140,0.91966,0.392597,0.418455
2701,4287,0.77326,0.690951,0.0241029
2750,4293,0.795453,0.197932,0.123841
2845,4393,0.271095,0.890626,0.485591
2917,4417,0.546213,0.793173,0.343306
2961,4436,0.861002,0.0715785,0.670237
3022,4437,0.659892,0.216107,0.3597
3082,4446,0.30859,0.652498,0.472368
3141,4453,0.260731,0.910817,0.298368
3184,4456,0.483113,0.232321,0.285495
3226,4458,0.397222,0.0688839,0.534986
3271,4460,0.597392,0.05111,0.661399
3337,4462,0.371866,0.208578,0.383909
3390,4463,0.90109,0.0882408,0.413758
3449,4484,0.216063,0.387946,0.407385
3508,4485,0.43043,0.470869,0.647577
3575,4488,0.975743,0.355805,0.364893
3616,4490,0.781498,0.0627914,0.651738
3651,4494,0.148571,0.773761,0.64426
4079,5924,0.20235,0.848893,0.57282
4120,5925,0.157,0.195456,0.336152
4191,5926,0.850518,0.676053,0.220247
4263,5929,0.841519,0.119163,0.718018
4355,5932,0.678918,0.720678,0.820506
4445,5970,0.347689,0.499358,0.70501
4491,5977,0.311377,0.436355,0.123519
4531,5981,0.928029,0.193144,0.778024
4585,5983,0.390831,0.562095,0.75083
4670,5989,0.646048,0.325111,0.251011
4754,6017,0.782414,0.69862,0.309338
4787,6019,0.894465,0.190697,0.739468
4829,6026,0.978891,0.373264,0.773436
4888,6027,0.956618,0.350837,0.431087
5006,6040,0.867237,0.646827,0.619952
5065,6048,0.864842,0.567188,0.677009
5107,6061,0.419281,0.578314,0.762191
5172,6063,0.622219,0.476551,0.00521417
5219,6072,0.861308,0.0779024,0.575958
5287,6087,0.872878,0.858267,0.651201
5380,6091,0.649223,0.726404,0.631625
5428,6136,0.585736,0.332379,0.0375509
5488,6145,0.911585,0.50103,0.450524
5550,6158,0.536698,0.552854,0.637069
5631,6204,0.874478,0.784798,0.774196
5685,6205,0.431188,0.322365,0.312975
5728,6252,0.1663,0.278928,0.455913
5818,6300,0.868484,0.785506,0.167687
5873,6346,0.67645,0.425124,0.0283037
5946,6434,0.48709,0.539865,0.00891629
5995,6481,0.596852,0.0849888,0.434753
6041,6482,0.570763,0.805167,0.837463
6105,6492,0.7154,0.539161,0.212419
6202,6529,0.580455,0.791627,0.592627
6276,6540,0.267426,0.63723,0.543026
6310,6541,0.195449,0.842726,0.66133
6411,6626,0.843759,0.213655,0.856059
6479,6627,0.804942,0.764534,0.64355
6551,6675,0.288339,0.792318,0.782712
6588,6687,0.617538,0.0557281,0.572319
6668,6722,0.740094,0.316855,0.541476
6725,6734,0.577284,0.166822,0.420535
6769,6736,0.935551,0.128151,0.308378
6832,6763,0.539786,0.357277,0.313593
6877,6768,0.8493,0.121314,0.55677
7001,6785,0.727955,0.768626,0.348783
7054,6799,0.288191,0.618737,0.673903
7100,6813,0.886726,0.214449,0.102551
7158,6814,0.274707,0.93378,0.188244
7202,6833,0.810121,0.607998,0.917575
7261,6834,0.266872,0.252485,0.434537
7286,6835,0.764971,0.697207,0.321268
7369,6848,0.659661,0.123064,0.476848
7433,6855,0.665405,0.653115,0.585383
7527,6861,0.607983,0.949217,0.284799
7585,6862,0.303227,0.812764,0.472585
7657,6864,0.72942,0.226418,0.26773
7720,6865,0.718671,0.780757,0.65047
7781,6883,0.926789,0.876353,0.766045
7829,6900,0.278953,0.227079,0.431759
7871,6907,0.139544,0.537801,0.239362
7930,6909,0.876549,0.824186,0.313526
7971,6910,0.13313,0.449712,0.213112
8019,6911,0.172418,0.71935,0.1636
8064,6912,0.706613,0.0956682,0.307439
8129,6941,0.858477,0.805885,0.283321
8216,6954,0.909249,0.700811,0.257937
8284,6956,0.307757,0.859489,0.187992
8369,6996,0.367789,0.801435,0.0573103
8473,7003,0.176867,0.70768,0.243641
8701,7672,0.547235,0.220512,0.63376
8830,7721,0.808621,0.963348,0.422016
9112,8330,0.891701,0.0999001,0.722016
9143,8331,0.877954,0.412162,0.898991
9184,8332,0.136337,0.184497,0.256006
9235,8336,0.957672,0.771948,0.340058
9311,8337,0.742804,0.74763,0.415344
9374,8338,0.801543,0.364137,0.320045
9442,8371,0.634152,0.773025,0.0186905
9500,8372,0.332185,0.90027,0.702992
9567,8373,0.68259,0.516189,0.118538
9609,8374,0.462249,0.0787923,0.662551
9660,8377,0.719574,0.824274,0.820849
9729,8386,0.72498,0.320138,0.398026
9794,8387,0.877273,0.757076,0.371087
9862,8418,0.982825,0.640862,0.726284
9967,8421,0.291724,0.917698,0.299623
10027,8423,0.334297,0.744208,0.0839929
10089,8424,0.719472,0.552537,0.0185742
10161,8428,0.902652,0.605807,0.618121
10265,8437,0.596165,0.110219,0.627953
10324,8440,0.913926,0.607073,0.325714
10406,8447,0.75133,0.532708,0.986791
10464,8466,0.221312,0.726206,0.199848
10526,8467,0.895751,0.759753,0.225711
10601,8469,0.479575,0.788528,0.499674
10665,8470,0.313665,0.891364,0.155924
10702,8471,0.270129,0.256264,0.215923
10771,8472,0.272862,0.843345,0.288271
10850,8488,0.868593,0.665057,0.740368
10901,8489,0.52416,0.276196,0.320793
10953,8490,0.353137,0.780292,0.740925
11067,8492,0.616623,0.180797,0.309965
11118,8503,0.285719,0.661088,0.199875
11204,8511,0.708272,0.386893,0.650526
11266,8517,0.200669,0.736282,0.434561
11330,8518,0.530933,0.165428,0.342639
11384,8519,0.223126,0.823573,0.202119
11492,8545,0.437019,0.956319,0.596989
11568,8594,0.576379,0.0514894,0.397159
11613,8595,0.739876,0.69008,0.322981
11664,8605,0.977555,0.238939,0.281506
11729,8606,0.888302,0.666918,0.379569
11780,8643,0.766121,0.0716837,0.752087
11830,8645,0.835662,0.702385,0.260191
11878,8657,0.930803,0.112303,0.134796
11926,8690,0.49179,0.934913,0.677709
11965,8692,0.797655,0.0772626,0.761772
12027,8693,0.870178,0.642617,0.308142
12082,8738,0.45478,0.958362,0.56314
12123,8739,0.667163,0.0803017,0.742707
12195,8789,0.854567,0.0760236,0.707332
12266,8837,0.917601,0.370309,0.885836
12304,8845,0.748424,0.682195,0.333429
12378,8883,0.295085,0.834003,0.541285
12455,8930,0.712676,0.665276,0.511526
12518,8931,0.269657,0.583911,0.646014
12605,8979,0.448971,0.69936,0.259746
12652,8989,0.525779,0.148618,0.613386
12715,8990,0.891522,0.678267,0.410458
12789,8996,0.486664,0.611491,0.137555
12844,9000,0.881048,0.68959,0.384364
12895,9027,0.523996,0.942697,0.709097
12962,9039,0.979897,0.34646,0.766452
13009,9074,0.166862,0.652092,0.208484
13065,9075,0.299666,0.839016,0.647261
13146,9087,0.837224,0.788098,0.546542
13183,9088,0.856732,0.0541095,0.477033
13323,9136,0.775361,0.660023,0.0760084
13367,9147,0.142469,0.651666,0.219282
13419,9169,0.288009,0.657053,0.692779
13477,9170,0.480594,0.490701,0.0553248
13533,9171,0.434953,0.963965,0.433034
13629,9197,0.891602,0.360288,0.143133
13686,9198,0.27285,0.902308,0.337985
13732,9199,0.193769,0.182471,0.334383
13794,9200,0.96338,0.392346,0.426014
13832,9202,0.222612,0.12887,0.218701
13920,9217,0.670038,0.077585,0.343048
13960,9235,0.153692,0.38987,0.512206
14023,9236,0.220841,0.224823,0.436389
14082,9245,0.486958,0.536257,0.0102615
14119,9248,0.710656,0.135484,0.169541
14177,9250,0.325087,0.895589,0.153601
14235,9251,0.263967,0.826095,0.379283
14319,9264,0.396961,0.177743,0.239205
14366,9266,0.259639,0.658343,0.746881
14418,9267,0.250063,0.316566,0.464031
14518,9290,0.52424,0.126499,0.31778
14578,9293,0.161203,0.773719,0.65558
14619,9294,0.139658,0.681817,0.272312
14679,9296,0.32439,0.748903,0.17279
14755,9300,0.840459,0.116699,0.289798
14800,9301,0.419647,0.28394,0.10871
14868,9302,0.23349,0.790941,0.35985
14974,9313,0.880526,0.803244,0.615276
15025,9314,0.258596,0.181917,0.451562
