,ParticleId,Result:0,Result:1,Result:2
0,64,0.806084,0.557504,0.109523
3,154,0.816543,0.739443,0.427309
20,586,0.680533,0.457966,0.421043
37,1036,0.686695,0.740557,0.932177
40,1037,0.63661,0.782285,0.927576
48,1038,0.607282,0.770502,0.932031
66,1051,0.208205,0.513118,0.463385
87,1124,0.108231,0.65675,0.336244
136,1130,0.834628,0.727593,0.311003
178,1136,0.970759,0.228482,0.253957
225,1147,0.776612,0.597818,0.0514144
264,1179,0.387833,0.252354,0.266391
298,1184,0.403419,0.300253,0.338866
348,1213,0.712105,0.713329,0.135666
436,1353,0.529184,0.333232,0.0963737
485,1402,0.471261,0.850068,0.39514
588,1553,0.6324,0.53593,0.679206
628,1554,0.30877,0.188364,0.528883
699,1885,0.817038,0.0983614,0.128887
746,1919,0.770112,0.36503,0.341197
783,1985,0.459436,0.788143,0.565017
851,2158,0.736909,0.0872321,0.530502
1076,3529,0.293681,0.566858,0.245153
1105,3532,0.325695,0.320971,0.402019
1141,3571,0.351077,0.777431,0.0474929
1185,3574,0.776192,0.435855,0.0632815
1217,3575,0.284858,0.264053,0.325931
1253,3586,0.694379,0.705584,0.25585
1287,3587,0.78717,0.711513,0.776423
1323,3599,0.420636,0.0574095,0.7144
1355,3614,0.697727,0.761211,0.804603
1380,3615,0.829793,0.488601,0.843785
1419,3631,0.374617,0.743611,0.26984
1443,3636,0.207783,0.698907,0.600175
1486,3648,0.664755,0.756779,0.00960692
1517,3661,0.255513,0.81848,0.404514
1592,3682,0.388309,0.841355,0.513157
1620,3687,0.770334,0.571188,0.367521
1655,3755,0.645427,0.172641,0.349611
1730,3803,0.796642,0.677548,0.790256
1773,3850,0.883716,0.73223,0.35557
1804,3898,0.916023,0.177262,0.603566
1837,3900,0.154444,0.288288,0.479615
1859,3945,0.762799,0.670554,0.327333
1884,3948,0.305046,0.860426,0.726131
1940,3995,0.855509,0.571486,0.0428199
1987,3996,0.739806,0.875075,0.125335
2040,4041,0.361276,0.322417,0.20543
2078,4043,0.461195,0.19196,0.408355
2110,4081,0.394426,0.303558,0.340526
2152,4091,0.64655,0.747052,0.0659209
2212,4140,0.812923,0.53963,0.620915
2278,4144,0.837669,0.0406604,0.689304
2304,4193,0.905174,0.478073,0.849297
2340,4286,0.466736,0.463254,0.275134
2376,4287,0.74381,0.775396,0.103073
2414,4293,0.202559,0.360517,0.551341
2478,4393,0.608309,0.104583,0.642338
2509,4417,0.60692,0.496452,0.283483
2562,4436,0.110398,0.687451,0.349355
2602,4437,0.317582,0.82379,0.623651
2679,4453,0.529897,0.0814376,0.613943
2712,4456,0.296749,0.825474,0.403021
2739,4458,0.279056,0.559119,0.0977947
2775,4460,0.181333,0.751371,0.14164
2806,4462,0.40633,0.554121,0.124897
2834,4463,0.145802,0.514786,0.477304
2875,4484,0.599583,0.214833,0.227462
2908,4485,0.684143,0.334212,0.68356
2950,4488,0.915001,0.46466,0.483195
2984,4490,0.123532,0.754042,0.24729
3014,4494,0.70204,0.0925389,0.187838
3061,4497,0.414968,0.30459,0.446563
3305,5924,0.714836,0.0721376,0.511117
3339,5925,0.440929,0.164558,0.253809
3366,5926,0.852916,0.751834,0.317763
3408,5929,0.160322,0.741096,0.613948
3450,5930,0.821525,0.92017,0.418551
3541,5932,0.404251,0.97132,0.346941
3606,5939,0.857558,0.643674,0.884581
3640,5970,0.489114,0.602931,0.0569242
3667,5977,0.215556,0.415124,0.343331
3695,5981,0.116795,0.241781,0.435
3723,5983,0.418189,0.817089,0.0643041
3751,5987,0.911536,0.0591418,0.21096
3781,5989,0.433036,0.684561,0.727917
3821,6017,0.762862,0.674068,0.317449
3849,6019,0.12998,0.539628,0.521109
3919,6026,0.661348,0.696741,0.0562483
3964,6027,0.883088,0.403457,0.498827
4003,6028,0.905916,0.471298,0.0834554
4061,6040,0.672498,0.832868,0.505082
4125,6048,0.812004,0.475602,0.685174
4171,6061,0.395557,0.89738,0.113551
4196,6063,0.666243,0.0896212,0.809223
4226,6072,0.120165,0.6797,0.384256
4267,6087,0.840864,0.711109,0.648253
4336,6091,0.603547,0.698747,0.745637
4368,6136,0.238519,0.11931,0.467459
4410,6145,0.708665,0.829723,0.401029
4439,6158,0.629467,0.451181,0.663269
4483,6204,0.927524,0.300331,0.571734
4530,6205,0.44868,0.528252,0.174072
4572,6252,0.425722,0.421162,0.0734161
4614,6300,0.949527,0.575814,0.304445
4647,6346,0.56982,0.10825,0.815413
4685,6434,0.48703,0.0324479,0.628662
4723,6481,0.183544,0.687903,0.188112
4753,6482,0.516751,0.574229,0.00376774
4795,6492,0.633989,0.678492,0.632826
4824,6493,0.286062,0.0607116,0.584695
4864,6529,0.591017,0.685949,0.768946
4912,6540,0.571097,0.169485,0.56288
4941,6541,0.760394,0.064438,0.284052
4973,6547,0.474965,0.693335,0.604189
5011,6589,0.96705,0.260378,0.641147
5035,6626,0.105105,0.636863,0.475371
5079,6627,0.691137,0.779271,0.64991
5135,6675,0.680616,0.195339,0.0541175
5177,6687,0.188273,0.645156,0.139914
5240,6722,0.484011,0.734769,0.74929
5276,6734,0.30664,0.868211,0.37356
5307,6736,0.214954,0.1554,0.567748
5339,6763,0.362336,0.72075,0.610746
5370,6768,0.189706,0.719949,0.668825
5441,6770,0.571695,0.987772,0.679398
5474,6785,0.67168,0.777231,0.4143
5510,6799,0.768586,0.156963,0.330856
5542,6813,0.523237,0.0843506,0.803963
5581,6814,0.678213,0.0398108,0.646814
5610,6833,0.599614,0.952405,0.697192
5649,6834,0.44639,0.458987,0.105799
5669,6835,0.745058,0.679097,0.319291
5739,6848,0.243322,0.846195,0.430967
5766,6854,0.847605,0.906951,0.901645
5804,6855,0.495572,0.813002,0.412428
5838,6861,0.806398,0.586349,0.796734
5874,6862,0.374297,0.243222,0.584266
5898,6864,0.365892,0.674259,0.756892
5925,6865,0.688503,0.671897,0.749658
5967,6883,0.96074,0.302735,0.523869
6025,6900,0.418695,0.49513,0.101532
6058,6907,0.34364,0.333109,0.361415
6089,6909,0.914482,0.601785,0.213893
6124,6910,0.342151,0.272887,0.345704
6150,6911,0.287338,0.161459,0.348983
6180,6912,0.157042,0.531414,0.212518
6210,6941,0.908282,0.595727,0.310538
6247,6954,0.957838,0.682285,0.276994
6280,6956,0.310554,0.21934,0.561925
6315,6959,0.924111,0.795824,0.771256
6350,6996,0.471637,0.0726412,0.629347
6393,6999,0.729331,0.944499,0.502808
6426,7003,0.36633,0.312579,0.380438
6461,7006,0.950484,0.496388,0.776853
6602,7672,0.420646,0.84712,0.198343
6664,7721,0.864831,0.834213,0.535022
6854,8330,0.118526,0.623917,0.44609
6871,8331,0.813404,0.749888,0.844703
6913,8332,0.305001,0.119939,0.249124
6963,8337,0.703686,0.703315,0.508035
7000,8338,0.519801,0.896613,0.735604
7035,8371,0.834167,0.588529,0.810002
7066,8372,0.835035,0.0736932,0.407001
7104,8373,0.543017,0.914082,0.619126
7137,8374,0.19878,0.892303,0.360649
7172,8377,0.805389,0.228725,0.096187
7211,8386,0.47887,0.674116,0.750263
7239,8387,0.889166,0.614139,0.260117
7302,8418,0.951142,0.488657,0.571397
7365,8421,0.535645,0.0980565,0.647912
7393,8422,0.872559,0.0957476,0.793273
7423,8423,0.26817,0.182122,0.475347
7453,8424,0.80302,0.733996,0.770037
7530,8428,0.72362,0.812832,0.520685
7580,8429,0.88392,0.343685,0.109192
7608,8437,0.239168,0.884912,0.60696
7640,8440,0.890905,0.763723,0.253269
7678,8441,0.654503,0.292389,0.405497
7703,8447,0.835804,0.748,0.861817
7743,8466,0.34763,0.262645,0.400421
7776,8467,0.963327,0.626565,0.285729
7803,8469,0.528829,0.515185,0.738724
7839,8470,0.457046,0.0982736,0.62496
7873,8471,0.240184,0.715517,0.253394
7898,8472,0.314784,0.228419,0.517961
7947,8488,0.866797,0.409775,0.659929
7978,8489,0.319892,0.766512,0.555818
8014,8490,0.812112,0.1266,0.394276
8051,8492,0.219936,0.765224,0.481391
8085,8503,0.308941,0.495335,0.49445
8123,8510,0.819144,0.567095,0.0394586
8156,8511,0.513177,0.720974,0.772395
8182,8517,0.486671,0.143077,0.454719
8217,8518,0.257072,0.818675,0.333745
8252,8519,0.308373,0.15524,0.43205
8349,8545,0.872145,0.108683,0.627623
8400,8594,0.319503,0.281755,0.140096
8471,8605,0.61186,0.90103,0.217653
8501,8606,0.860345,0.667721,0.221135
8529,8643,0.14612,0.812493,0.358232
8560,8645,0.825929,0.724437,0.294407
8603,8653,0.910413,0.704294,0.646977
8631,8657,0.421428,0.0533264,0.679884
8664,8690,0.878116,0.128843,0.604388
8691,8692,0.137628,0.789091,0.383524
8718,8693,0.838351,0.696952,0.241508
8739,8738,0.860886,0.137381,0.691824
8770,8739,0.17598,0.852213,0.467782
8816,8786,0.699901,0.870755,0.0613598
8847,8789,0.118913,0.716044,0.386439
8895,8835,0.692166,0.83349,0.0605913
8924,8837,0.833467,0.710457,0.844432
8975,8882,0.872286,0.591327,0.862526
9013,8883,0.486689,0.172717,0.642657
9058,8930,0.60503,0.533058,0.224473
9088,8931,0.750583,0.161168,0.284083
9152,8979,0.512474,0.543149,0.653245
9186,8989,0.330191,0.898004,0.653978
9216,8990,0.857677,0.671587,0.204087
9239,8996,0.333222,0.349591,0.792564
9269,9000,0.862515,0.640287,0.236032
9293,9027,0.895959,0.119927,0.535082
9368,9039,0.617749,0.878152,0.132276
9394,9074,0.328231,0.351814,0.393257
9434,9075,0.731687,0.126876,0.622207
9466,9087,0.697525,0.75774,0.167559
9502,9088,0.103784,0.534568,0.227187
9607,9136,0.856708,0.436732,0.27796
9650,9147,0.357574,0.22733,0.363188
9722,9169,0.773036,0.145254,0.317579
9761,9170,0.221848,0.271244,0.47597
9795,9171,0.835736,0.139516,0.742662
9872,9193,0.941271,0.11802,0.436388
9911,9197,0.656155,0.617203,0.0957083
9950,9198,0.495506,0.104116,0.617122
9976,9199,0.397941,0.267851,0.263053
10020,9200,0.878459,0.578979,0.565561
10054,9201,0.995429,0.326463,0.325066
10079,9202,0.273595,0.144751,0.200941
10154,9217,0.209759,0.423435,0.156897
10185,9235,0.310639,0.729303,0.0538452
10218,9236,0.434252,0.401988,0.104377
10245,9245,0.470059,0.0354492,0.620717
10279,9248,0.126869,0.42873,0.270233
10312,9250,0.48318,0.0962207,0.646178
10346,9251,0.357499,0.200794,0.524942
10471,9262,0.78991,0.967004,0.219484
10537,9264,0.197383,0.692744,0.261372
10576,9266,0.501212,0.465883,0.0287524
10618,9267,0.482108,0.441431,0.091698
10677,9286,0.432545,0.605485,0.606694
10723,9287,0.419242,0.0453001,0.707316
10752,9288,0.864835,0.516073,0.849031
10792,9290,0.190925,0.622573,0.229391
10846,9293,0.711722,0.0950535,0.20035
10885,9294,0.405469,0.184847,0.363659
10930,9296,0.26594,0.392738,0.535027
10990,9300,0.17494,0.604655,0.575345
11033,9301,0.146772,0.253176,0.164616
11069,9302,0.385722,0.176418,0.46014
11158,9308,0.947944,0.48827,0.701034
11202,9313,0.775921,0.839889,0.484939
11246,9314,0.390251,0.477829,0.0958225
11302,9339,0.360134,0.045022,0.642131
11345,9340,0.243396,0.919347,0.421707
11409,9348,0.754373,0.899329,0.140854
11452,9354,0.353273,0.0610971,0.446908
11507,9355,0.862634,0.315051,0.299464
11538,9356,0.355726,0.267224,0.33521
11590,9357,0.990848,0.625906,0.733736
11635,9358,0.340021,0.450333,0.706282
11670,9359,0.933338,0.372351,0.802807
11728,9361,0.82587,0.138294,0.751975
11779,9363,0.41076,0.418807,0.714829
11826,9392,0.967537,0.735245,0.836712
11867,9393,0.419444,0.756294,0.766378
11922,9402,0.847624,0.715316,0.340361
11975,9405,0.865609,0.20607,0.770383
12015,9407,0.162045,0.526244,0.176098
12047,9412,0.124195,0.673838,0.467702
12087,9414,0.920823,0.595591,0.277621
12129,9448,0.292654,0.573135,0.527115
12168,9450,0.922253,0.634351,0.247897
12208,9457,0.876818,0.0557441,0.479604
12237,9459,0.170909,0.82933,0.517455
12322,9501,0.629262,0.290916,0.0252002
12356,9502,0.131987,0.723777,0.478506
12390,9503,0.150249,0.786407,0.505023
12419,9504,0.125035,0.728795,0.42185
12449,9505,0.135954,0.756917,0.452093
12484,9506,0.122046,0.734915,0.38914
12603,9748,0.457812,0.478867,0.735678
12657,9797,0.458316,0.0943887,0.483592
12822,9908,0.584159,0.769587,0.913033
12854,9944,0.888383,0.468209,0.910846
12891,9956,0.676316,0.735744,0.913999
12938,10054,0.706132,0.747812,0.928601
13024,10167,0.652156,0.636201,0.61603
13109,10214,0.414523,0.76658,0.670465
13158,10215,0.794156,0.687647,0.734163
13209,10262,0.617456,0.22146,0.577454
13278,10309,0.410461,0.874691,0.536306
13371,10683,0.831215,0.206568,0.841343
13443,10745,0.304478,0.361662,0.11047
13475,10753,0.196254,0.406562,0.556738
13520,10754,0.808849,0.388422,0.0732496
13560,10778,0.230153,0.492391,0.286522
13605,10788,0.720819,0.733568,0.832813
13663,10822,0.25885,0.363214,0.463141
13752,10824,0.523269,0.662921,0.238002
13801,10825,0.536854,0.50645,0.265973
13839,10826,0.851185,0.405305,0.182792
13879,10828,0.735102,0.176657,0.580855
13923,10829,0.589853,0.73939,0.23853
13963,10830,0.73038,0.850609,0.736767
13996,10831,0.120126,0.711236,0.47341
14071,10843,0.260137,0.851161,0.268228
14106,10868,0.482109,0.634601,0.00406712
14138,10869,0.850974,0.654639,0.948359
14178,10870,0.22607,0.774411,0.0928561
14214,10872,0.887727,0.129548,0.450347
14271,10873,0.920657,0.859274,0.703686
14319,10875,0.25856,0.711006,0.505874
