,ParticleId,Result:0,Result:1,Result:2
1,154,0.917585,0.544268,0.322335
5,586,0.601077,0.767545,0.51992
10,1036,0.757951,0.669354,0.708112
18,1037,0.838124,0.543994,0.653998
26,1038,0.847416,0.490232,0.569445
39,1051,0.350444,0.251148,0.235077
50,1124,0.308485,0.969502,0.425339
61,1128,0.948512,0.800938,0.357034
73,1130,0.849748,0.729448,0.243226
117,1179,0.176442,0.850651,0.22726
141,1184,0.258536,0.237562,0.134518
194,1213,0.792857,0.957005,0.54631
280,1353,0.470702,0.49872,0.0583322
331,1402,0.70683,0.526934,0.266415
452,1553,0.768663,0.554367,0.309405
507,1554,0.562455,0.162447,0.390459
563,1885,0.733015,0.188903,0.606373
610,1919,0.880843,0.548017,0.502584
652,1985,0.514093,0.328919,0.676381
722,2158,0.68287,0.197055,0.300824
929,3529,0.323448,0.140594,0.256715
964,3532,0.298544,0.230436,0.171696
1000,3571,0.540856,0.423584,0.0645833
1062,3575,0.796013,0.0799716,0.324493
1093,3586,0.826223,0.688632,0.332532
1177,3614,0.986737,0.258058,0.313532
1250,3631,0.260306,0.67967,0.4444
1302,3636,0.245143,0.39791,0.508697
1341,3661,0.241824,0.403596,0.375837
1398,3662,0.926424,0.622506,0.292141
1435,3682,0.465738,0.339381,0.376964
1475,3687,0.796851,0.755372,0.30786
1505,3755,0.105574,0.426781,0.214616
1621,3850,0.916097,0.599158,0.35252
1654,3898,0.784457,0.564742,0.902593
1698,3900,0.478739,0.956981,0.739353
1715,3945,0.825692,0.723338,0.307175
1757,3948,0.316543,0.822174,0.712755
1875,4041,0.174977,0.8537,0.40982
1914,4043,0.167231,0.279548,0.19232
1950,4081,0.286545,0.287245,0.115959
2097,4293,0.421479,0.617406,0.79482
2163,4393,0.656902,0.188178,0.371228
2228,4417,0.677318,0.80719,0.35969
2295,4437,0.375992,0.385926,0.253706
2346,4446,0.335557,0.586282,0.290435
2393,4453,0.599679,0.131157,0.484336
2438,4456,0.238162,0.328916,0.320211
2482,4458,0.350891,0.767397,0.0436024
2580,4462,0.172234,0.685193,0.514371
2626,4463,0.430296,0.897497,0.816423
2665,4484,0.175047,0.799663,0.268229
2718,4485,0.435471,0.766977,0.508796
2785,4490,0.288308,0.954468,0.373997
2812,4494,0.875152,0.113966,0.685609
3086,5924,0.755578,0.13083,0.416306
3131,5925,0.497246,0.394183,0.0433171
3177,5926,0.89067,0.618202,0.277948
3245,5929,0.370221,0.966558,0.388524
