,ParticleId,Result:0,Result:1,Result:2
0,64,0.980116,0.333452,0.333762
3,154,0.875509,0.568604,0.337625
16,586,0.624621,0.555023,0.621071
31,1036,0.706873,0.529976,0.825835
38,1037,0.706853,0.54458,0.804734
48,1038,0.668917,0.571446,0.802466
58,1051,0.587246,0.212504,0.26768
66,1124,0.746722,0.0541058,0.698239
102,1130,0.854518,0.663693,0.311423
167,1179,0.142973,0.300606,0.253059
212,1184,0.179807,0.679937,0.247606
261,1213,0.743256,0.739645,0.0978494
323,1353,0.176179,0.671154,0.609802
380,1402,0.590819,0.483975,0.257105
477,1553,0.618247,0.652465,0.616897
523,1554,0.483966,0.456865,0.0839277
598,1885,0.36228,0.932874,0.668586
645,1919,0.796961,0.456703,0.452082
687,1985,0.663169,0.363945,0.650099
756,2158,0.251029,0.898791,0.35346
1001,3529,0.253526,0.507391,0.261499
1044,3532,0.347095,0.438381,0.165664
1084,3571,0.224885,0.701093,0.725586
1132,3574,0.923322,0.688225,0.823107
1175,3575,0.265184,0.385639,0.129113
1205,3586,0.770579,0.633635,0.30624
1251,3587,0.825526,0.375324,0.0805304
1280,3599,0.944797,0.117853,0.483958
1331,3614,0.820629,0.352775,0.168608
1374,3615,0.807632,0.37434,0.0482215
1415,3631,0.421667,0.387697,0.311702
1461,3636,0.723722,0.121414,0.503568
1502,3661,0.463579,0.151925,0.407645
1543,3662,0.947087,0.649516,0.223046
1600,3682,0.604832,0.219503,0.561449
1639,3687,0.753399,0.71832,0.391668
1682,3755,0.210075,0.691022,0.49778
1750,3803,0.830384,0.366409,0.0784191
1810,3850,0.898753,0.625479,0.348909
1845,3898,0.526337,0.970698,0.439375
1892,3900,0.900537,0.131385,0.693031
1910,3945,0.775779,0.694503,0.325926
1950,3948,0.338955,0.202351,0.578607
2128,4041,0.174945,0.21997,0.323328
2184,4043,0.256403,0.706648,0.198992
2230,4081,0.176601,0.663623,0.234746
2282,4091,0.945475,0.468341,0.78358
2349,4140,0.844653,0.631085,0.639168
2480,4287,0.941606,0.370727,0.154348
2524,4293,0.864561,0.12265,0.373826
2597,4393,0.312111,0.858263,0.146314
2644,4417,0.62532,0.528964,0.247724
2676,4436,0.72522,0.0538806,0.717059
2726,4437,0.596785,0.168711,0.513814
2780,4446,0.328247,0.711487,0.327105
2823,4453,0.372083,0.697964,0.0605343
2865,4456,0.445747,0.20772,0.353095
2905,4458,0.185181,0.212131,0.419263
2939,4460,0.299305,0.0901706,0.527268
2984,4462,0.256735,0.367702,0.430278
3035,4463,0.853529,0.091558,0.644945
3078,4484,0.183628,0.623949,0.49998
3124,4485,0.451671,0.662927,0.638199
3182,4488,0.943502,0.563455,0.616502
3213,4490,0.552703,0.0508957,0.63701
3245,4494,0.1625,0.856289,0.521594
3595,5924,0.2265,0.896132,0.302268
3630,5925,0.115485,0.403668,0.24412
3674,5926,0.880257,0.646589,0.352221
3735,5929,0.689251,0.0930581,0.749945
3809,5932,0.644212,0.806388,0.839556
3898,5970,0.405566,0.669051,0.753991
3942,5977,0.45628,0.243722,0.197625
3960,5981,0.881123,0.173172,0.843337
4000,5983,0.434853,0.702678,0.777513
4080,5989,0.735721,0.249189,0.531205
4129,6017,0.780416,0.691476,0.322576
4162,6019,0.817692,0.166238,0.820392
4205,6026,0.940265,0.501006,0.801904
4263,6027,0.898968,0.575826,0.65632
4402,6040,0.72483,0.861318,0.463003
4475,6048,0.737862,0.802496,0.648028
4511,6061,0.453792,0.709074,0.786627
4563,6063,0.856681,0.192697,0.0793083
4603,6072,0.744018,0.0616812,0.686152
4666,6087,0.731769,0.935283,0.346878
4753,6091,0.528132,0.847336,0.376544
4794,6136,0.773948,0.125493,0.13311
4852,6145,0.817245,0.766767,0.527828
4914,6158,0.478897,0.739975,0.565233
4960,6204,0.765793,0.91589,0.653403
5019,6205,0.383664,0.340058,0.37385
5061,6252,0.130558,0.551669,0.49916
5128,6300,0.923157,0.577445,0.231269
5169,6346,0.885535,0.18896,0.154123
5228,6434,0.726651,0.200629,0.0485814
5284,6481,0.390949,0.101419,0.426539
5329,6482,0.524832,0.869908,0.82287
5385,6492,0.76984,0.577241,0.53625
5484,6529,0.507839,0.792692,0.23559
5558,6540,0.291768,0.790201,0.423958
5598,6541,0.204426,0.900822,0.465451
5744,6626,0.752629,0.134349,0.867989
5797,6627,0.655531,0.893267,0.390431
5876,6675,0.281562,0.883126,0.714296
5922,6687,0.344287,0.0801706,0.488947
5988,6722,0.59435,0.295427,0.711626
6045,6734,0.426669,0.184142,0.443905
6078,6736,0.920396,0.145433,0.604168
6137,6763,0.64136,0.257808,0.428065
6179,6768,0.730557,0.107961,0.697111
6284,6785,0.760436,0.602317,0.263186
6333,6799,0.306144,0.796965,0.660364
6371,6813,0.938552,0.146984,0.375424
6407,6814,0.427331,0.606841,0.0206964
6443,6833,0.82368,0.671653,0.899926
6491,6834,0.194985,0.49913,0.506006
6511,6835,0.761066,0.685679,0.31918
6581,6848,0.451702,0.123811,0.503662
6665,6855,0.531164,0.798374,0.365787
6741,6861,0.66911,0.638994,0.0358432
6796,6862,0.352782,0.752428,0.183014
6848,6864,0.744218,0.188593,0.557891
6914,6865,0.582803,0.889779,0.393717
6969,6883,0.796004,0.963438,0.595024
7018,6900,0.193772,0.466027,0.478657
7065,6907,0.191112,0.532468,0.173423
7116,6909,0.87189,0.704257,0.157249
7157,6910,0.192104,0.457362,0.155192
7206,6911,0.315595,0.480698,0.111294
7251,6912,0.624564,0.0602175,0.462716
7294,6941,0.869066,0.660278,0.193049
7356,6954,0.922167,0.685065,0.283425
7398,6956,0.486079,0.4775,0.08786
7468,6996,0.598291,0.346547,0.0424188
7548,7003,0.26286,0.573561,0.163824
7743,7672,0.370327,0.332317,0.618284
7859,7721,0.758359,0.856295,0.0527084
8092,8330,0.796828,0.0802153,0.772618
8131,8331,0.863093,0.433046,0.899428
8172,8332,0.14273,0.310337,0.157312
8230,8336,0.946586,0.782721,0.183325
8275,8337,0.717133,0.658783,0.22457
8329,8338,0.782557,0.463931,0.666245
8386,8371,0.849234,0.346723,0.0604924
8421,8372,0.308675,0.943997,0.445848
8479,8373,0.863954,0.346719,0.416762
8521,8374,0.212383,0.201331,0.521629
8559,8377,0.643138,0.893985,0.778667
8603,8386,0.672261,0.300752,0.670206
8646,8387,0.850986,0.745897,0.208725
8721,8418,0.901107,0.863988,0.609907
8787,8421,0.403953,0.68288,0.0571684
8880,8423,0.567365,0.322461,0.0973899
8927,8424,0.929368,0.265028,0.156533
8984,8428,0.774627,0.847783,0.509355
9037,8429,0.954776,0.77064,0.804181
9084,8437,0.322142,0.178571,0.549237
9133,8440,0.895672,0.746871,0.372168
9218,8447,0.796174,0.506821,0.968059
9274,8466,0.34188,0.484659,0.160553
9316,8467,0.922247,0.64257,0.238894
9376,8469,0.496144,0.608305,0.211494
9417,8470,0.49652,0.491044,0.0455483
9467,8471,0.281139,0.289756,0.25072
9510,8472,0.389195,0.594484,0.119435
9585,8488,0.758551,0.859353,0.647958
9629,8489,0.529045,0.223306,0.385696
9676,8490,0.340386,0.88401,0.626332
9756,8492,0.562326,0.125714,0.433161
9813,8503,0.387896,0.416435,0.222417
9914,8511,0.570857,0.386555,0.747101
9968,8517,0.232612,0.771836,0.233761
10016,8518,0.418598,0.167113,0.384001
10068,8519,0.37675,0.528019,0.102282
10155,8545,0.41547,0.946536,0.199077
10225,8594,0.373502,0.0512876,0.383655
10251,8595,0.742206,0.677361,0.334435
10299,8605,0.976431,0.313664,0.606005
10339,8606,0.852982,0.782153,0.293675
10377,8643,0.509822,0.059911,0.674542
10413,8645,0.850749,0.673028,0.321496
10571,8690,0.430793,0.956709,0.34108
10617,8692,0.574724,0.0581028,0.707821
10654,8693,0.855975,0.737113,0.345866
10698,8738,0.439251,0.926473,0.149688
10737,8739,0.363149,0.0963993,0.615787
10812,8789,0.706529,0.0583034,0.729136
10909,8837,0.898109,0.396212,0.889731
10942,8845,0.736022,0.690193,0.322302
11028,8883,0.324971,0.84293,0.218147
11092,8930,0.594496,0.773508,0.312616
11136,8931,0.287717,0.776436,0.658874
11219,8979,0.545097,0.468247,0.280399
11263,8989,0.300744,0.274151,0.572267
11302,8990,0.847264,0.79874,0.278246
11355,8996,0.734557,0.303759,0.303033
11395,9000,0.844884,0.777196,0.268587
11441,9027,0.446888,0.966277,0.41788
11512,9039,0.940027,0.461285,0.806253
11556,9074,0.261576,0.516888,0.154074
11602,9075,0.302921,0.902948,0.376604
11669,9087,0.730897,0.856131,0.21721
11706,9088,0.757249,0.0410044,0.635136
11840,9136,0.920582,0.402723,0.29389
11882,9147,0.23054,0.546954,0.141583
11929,9169,0.302455,0.817108,0.656667
11979,9170,0.714702,0.190898,0.151764
12018,9171,0.468953,0.831249,0.0507551
12115,9197,0.950529,0.338741,0.491966
12159,9198,0.368351,0.722211,0.0747479
12199,9199,0.138016,0.377739,0.259215
12256,9200,0.907114,0.641732,0.617827
12290,9202,0.189677,0.188917,0.179232
12344,9216,0.436323,0.399823,0.635433
12381,9217,0.535416,0.0519529,0.430732
12411,9235,0.138413,0.629789,0.616291
12453,9236,0.153271,0.486336,0.450308
12487,9245,0.726135,0.199332,0.0519275
12523,9248,0.75127,0.0676002,0.380872
12568,9250,0.507279,0.48959,0.0422484
12630,9251,0.337494,0.701,0.146623
12756,9264,0.335745,0.183105,0.287763
12797,9266,0.281773,0.784572,0.751834
12837,9267,0.211866,0.570377,0.591307
12894,9287,0.950093,0.118034,0.56567
12966,9290,0.397915,0.120839,0.350422
13024,9293,0.173957,0.858804,0.535379
13068,9294,0.203518,0.628993,0.16042
13119,9296,0.506395,0.377016,0.177549
13189,9300,0.814987,0.10718,0.565148
13226,9301,0.521769,0.12474,0.204923
13274,9302,0.300585,0.69038,0.166932
13389,9313,0.752423,0.910504,0.311865
13437,9314,0.16321,0.428981,0.436456
13529,9340,0.21802,0.326247,0.522629
13640,9354,0.418568,0.462191,0.0633294
13701,9355,0.88214,0.592574,0.717251
13749,9356,0.17194,0.451237,0.170578
13835,9358,0.616506,0.344315,0.192529
13899,9361,0.476879,0.795987,0.0372803
13954,9363,0.48291,0.550032,0.193565
14035,9393,0.606721,0.190916,0.658782
14093,9402,0.855773,0.65401,0.285146
14154,9405,0.509224,0.874692,0.0781737
14191,9407,0.593179,0.0473607,0.515237
14225,9412,0.764332,0.0772085,0.767191
14272,9414,0.87861,0.671232,0.186685
